Chapter,Type,Word,Meaning,예문정리(영),예문정리(한),,
24,연관어,resistance,"n.저항, 반대, 저항력",resistance to change,변화에 대한 저항,,
24,연관어,resistant,"a.저항하는, 견디는",water-resistant material,물에 저항하는 소재,,
35,표제어,resolve,"v.해결하다, 결심하다 n.결심
",to resolve a conflict,갈등을 해결하다,,
35,연관어,resolution,"n.해결, 결단",resolution of a problem,문제 해결,,
24,표제어,resonate,"v.공감하다, 울려 퍼지다","His words resonated.
소리가 울려 퍼졌다. The sound resonated.",그의 말이 공감됐다.,,
5,표제어,resort,v.의지하다,to resort to family,가족에게 의지하다,,
44,표제어,resource,"n.자원, 자료, 자산, 수단","natural resources
문제 해결 능력 problem-solving resources
법적 수단 legal resources",천연 자원,,
44,연관어,resourceful,a.지략있는,,,,
31,표제어,respect,"v.존중하다 n.존중, 관점, 측면",to respect others’ opinions,타인의 의견을 존중하다,,
31,연관어,respectable,"a.훌륭한, 존경할 만한",respectable achievement,훌륭한 업적,,
31,연관어,respective,"a.각각의, 개별적인",respective roles,각각의 역할,,
31,연관어,respectively,ad.각각,"We paid, respectively.",우리는 각자 계산했다,,
26,표제어,response,"n.응답, 반응, 대답",positive response,긍정적인 반응,,
26,연관어,respond,"v.응답하다, 반응하다",to respond to a question,질문에 응답하다,,
26,연관어,respondent,n.응답자,survey respondent,설문 조사 응답자,,
26,연관어,in response to,"~에 반응해서, 대응하여",In response to the complaint,불만에 응답하여,,
18,표제어,responsibility,"n.책임, 의무",social responsibility,사회적 책임,,
18,연관어,responsible,"a.책임지는, 담당하는, 원인이 되는",responsible for the project,프로젝트를 담당하는,,
4,표제어,rest,"n.나머지,휴식 v.휴식하다",a short rest,짧은 휴식,,
8,표제어,restore,"v.회복하다, 복구하다",to restore a building,건물을 복구하다,,
8,연관어,restoration,n.복구,restoration of cultural assets,문화재 복구,,
46,표제어,restrain,"v.억제하다, 저지하다",to restrain violence,폭력을 억제하다,,
46,연관어,restraint,"n.억제, 자제, 제한",emotional restraint,감정 억제,,
40,표제어,restrict,"v.제한하다, 규제하다, 금지하다",to restrict access,출입을 제한하다,,
40,연관어,restriction,"n.제한, 제약, 규제",export restriction,수출 규제,,
45,표제어,result,"n.결과 v.결과로 생기다,유발하다, 초래하다
",good result,좋은 결과,,
45,연관어,result from,v.~로부터 기인하다,to result from climate change,기후 변화로 발생하다,,
45,연관어,result in,"v.~을 초래하다, 야기하다 ",to result in confusion,혼란을 야기하다,,
26,표제어,retain,"v.보유하다, 유지하다, 기억하다, 포함하다","to retain knowledge
들은 모든 것을 기억하다 to retain everything you hear",지식을 보유하다,,
26,연관어,retention,n.보유,employee retention,인재 보유,,
35,표제어,retire,"v.은퇴하다, 은퇴시키다 ",to retire at 60,60세에 은퇴하다,,
35,연관어,retirement,n.은퇴,happy retirement,행복한 은퇴 생활,,
5,표제어,retrieval,"n.검색, 회수",data retrieval,데이터 회수,,
5,연관어,retrieve,"v.되찾다, 상기하다",to retrieve a file,파일을 되찾다,,
43,표제어,in return,"수익으로, 대가로","In return , I helped her",그 대가로 나는 그녀를 도왔다,,
26,표제어,reusable,a.재사용할 수 있는,reusable container,재사용할 수 있는 용기,,
22,표제어,reuse,v.다시 사용하다,to reuse plastic bottles,플라스틱 병을 다시 사용하다,,
8,표제어,reveal,"v.드러내다, 폭로하다, 밝히다",to reveal a secret,비밀을 드러내다,,
18,표제어,revelation,"n.폭로, 드러낸 사실",shocking revelation,충격적인 폭로,,
18,연관어,reveal,"v.드러내다, 폭로하다",to reveal a secret,비밀을 드러내다,,
11,표제어,revenue,"n.수익, 매출, 수입",annual revenue,연간 수입,,
31,표제어,reverse,"v.뒤집다, 반대로 되다 a.반대의 n.반대, 역",to reverse a decision,결정을 뒤집다,,
31,연관어,reversal,"n.반전, 역전",reversal of the situation,상황의 반전,,
31,연관어,in reverse,"반대로, 역으로, 거꾸로",in reverse order,역순으로,,
31,연관어,reversible,a.되돌릴 수 있는,reversible change,되돌릴 수 있는 변화,,
31,연관어,reversion,"n.되돌림, 역전",reversion to the original state,원래 상태로의 되돌림,,
5,표제어,revise,"v.수정하다, 변경하다",to revise a manuscript,원고를 수정하다,,
5,연관어,revision,"n.수정, 변경, 검토",,,,
1,표제어,revival,"n.부활, 재생",revival of tradition,전통의 부활,,
1,연관어,revive,v.되살리다,to revive the economy,경제를 되살리다,,
47,표제어,revolution,n.혁명,the Industrial Revolution,산업 혁명,,
47,연관어,revolutionary,"a.혁명적인, 획기적인",revolutionary idea,혁명적인 아이디어,,
47,연관어,revolutionize,v.혁신을 일으키다,to revolutionize an industry,산업을 혁신하다,,
30,표제어,revolve,"v.돌다, 회전하다",to revolve around the sun,태양 주위를 회전하다,,
30,연관어,revolution,"n.혁명, 공전",,,,
18,표제어,reward,"n.보상, 보답 v.보상하다, 보답하다
",reward for effort,노력에 대한 보상,,
15,표제어,ridiculous,"a.우스운, 터무니없는",ridiculous mistake,우스꽝스러운 실수,,
15,연관어,ridicule,"n.조롱, 비웃음 v.조롱하다",public ridicule,공개적인 조롱,,
12,표제어,rigid,"a.굳은, 완고한, 엄격한,경직된, 딱딱한, 융통성 없는",rigid rules,엄격한 규칙,,
12,연관어,rigidify,v.경직시키다,to rigidify muscles,근육을 경직시키다,,
12,연관어,rigidity,"n.경직, 뻣뻣함, 엄격함",rigidity of the policy,정책의 엄격함,,
46,표제어,ripe,a.익은,ripe fruit,잘 익은 과일,,
29,표제어,risk,n.위험  v.위태롭게 하다,risk factor,위험 부담,,
29,연관어,risky,a.위험한,risky investment,위험한 투자,,
3,표제어,ritual,"n.의식, 절차, 의례적인 행위",traditional ritual,전통 의식,,
11,표제어,rob,"v.빼앗다, 강탈하다",to rob a bank,은행을 강탈하다,,
11,연관어,robber,"n.강도, 도둑",,,,
11,연관어,robbery,n.강도(사건),,,,
13,표제어,root,"n.뿌리, 근거, 근원 v.뿌리를 내리다 
","tree root
문제의 근거 root of the problem",나무 뿌리,,
48,표제어,roam,v.배회하다,,,,
12,표제어,rotten,"a.썩은, 부패한",rotten fruit,썩은 과일,,
42,표제어,rough,"a.거친, 대략의, 대충의 ",rough surface,거친 표면,,
42,연관어,roughly,ad.대략,roughly ten people,대략 10명,,
28,표제어,resolute,a.단호한,,,,
48,표제어,royal,"a.왕의, 왕실의, 장엄한",royal event,왕실 행사,,
48,연관어,royalty,"n.왕권, 사용료",patent royalty,특허 사용료,,
3,표제어,rub,"v.문지르다, 비비다 ",to rub one’s hands,손을 문지르다,,
6,표제어,rude,a.무례한 ,rude behavior,무례한 행동,,
23,표제어,ruin,"v.파괴하다, 망치다",to ruin a plan,계획을 망치다,,
4,표제어,rule,"n.규칙, 지배 v.지배하다, 규제하다",to rule a country,나라를 지배하다,,
4,연관어,rule out,v.배제하다,to rule out the possibility,가능성을 배제하다,,
4,연관어,ruler,n.통치자,absolute ruler,절대 권력 통치자,,
8,표제어,rural,"a.시골의, 농촌의",rural area,시골 지역,,
46,표제어,rush,"n.서두름, 돌진 v.급하게 하다",a rush to the stage,무대 앞으로의 돌진,,
14,표제어,sacred,a.신성한,sacred place,신성한 장소,,
35,표제어,sacrifice,v.희생하다 n.희생,to sacrifice oneself,자신을 희생하다,,
9,표제어,safeguard,v.보호하다 n.보호장치,to safeguard the environment,환경을 보호하다,,
10,표제어,safety,"n.안전, 보호",traffic safety,교통 안전,,
10,연관어,safely,"ad.안전하게, 틀림없이",to arrive safely,안전하게 도착하다,,
31,표제어,seldom,"ad.거의 ~ 않는 ,드물게, 좀처럼 ~않는
",,,,
45,표제어,salient,a.두드러진,salient feature,두드러진 특징,,
2,표제어,sanitation,n.위생 ,sanitation of the city,도시 위생,,
2,연관어,sanitary,a.위생의,sanitary facilities,위생 시설,,
43,표제어,satellite,n.위성,communication satellite,통신 위성,,
26,표제어,satisfy,"v.만족시키다, 충족시키다",to satisfy a requirement,요구를 충족시키다,,
26,연관어,satisfaction,"n.만족, 충족",customer satisfaction,고객 만족,,
26,연관어,satisfactory,a.만족스러운,satisfactory result,만족스러운 결과,,
26,연관어,unsatisfactory,a.불만족스러운,unsatisfactory result,불만족스러운 결과,,
26,연관어,satisfied,a.만족한,satisfied with the result,결과에 만족한,,
38,표제어,save,"v.절약하다,저축하다, 구조하다",to save money,돈을 절약하다,,
38,연관어,saving,"n.저축, 저금, 예금 ",saving account,저축 예금,,
1,표제어,saying,"n.격언, 속담",a famous saying,유명한 속담,,
37,표제어,scale,"n.규모,  척도,비율, 저울, 등급, 음계",a large-scale project,대규모 프로젝트,,
23,표제어,scarcity,"n.부족, 결핍, 희소성",scarcity of drinking water,식수 부족,,
23,연관어,scarce,"a.부족한, 드문, 희귀한",scarce food,식량이 부족한,,
45,표제어,scatter,"v.뿌리다, 흩어지다 , 분산시키다",to scatter seeds,씨앗을 뿌리다,,
15,표제어,scene,"n.장면, 풍경, 현장",a scene from a movie,영화의 한 장면,,
15,연관어,scenery,n.경치,beautiful rural scenery,아름다운 시골 경치,,
14,표제어,scholar,n.학자,a distinguished scholar,저명한 학자,,
14,연관어,scholarly,a.학술적인,scholarly research,학술적인 연구,,
14,연관어,scholarship,n.장학금,overseas study scholarship,해외 유학 장학금,,
46,표제어,scientific,"a.과학적인, 과학의, 체계적인",scientific research,과학적인 연구,,
46,연관어,science,n.~과학,advancement of science,과학의 발전,,
45,표제어,scold,v.꾸짖다,to scold a child,아이를 꾸짖다,,
18,표제어,scope,n.범위,scope of the study,연구 범위,,
20,표제어,score,"n.점수, 악보 v.성과를 내다, 획득하다
","to get a high score
피아노 악보 piano score",높은 점수를 받다,,
9,표제어,sculpture,"n.조각, 조각품",marble sculpture,대리석 조각품,,
9,연관어,sculptor,n.조각가,a famous sculptor,유명한 조각가,,
47,표제어,seal,"v.밀폐하다, 봉인하다 n.직인(도장)",to seal a bottle,병을 밀폐하다,,
40,표제어,secondary,"a.두번째의, 부차적인, 중등교육의",secondary issue,부차적인 문제,,
30,표제어,second-hand,a.중고의,a second-hand car,중고 자동차,,
48,표제어,section,"n.부분, 구역, 구획, 단면 v.구분하다, 절단하다",a section of a book,책의 한 부분,,
48,연관어,sector,"n.분야, 부문",financial sector,금융 분야,,
29,표제어,security,"n.보안, 안보",national security,국가 안보,,
29,연관어,secure,"a.안전한, 확실한 v.획득하다 ,확보하다, 보장하다","secure place
승리를 획득하다 to secure a victory",안전한 장소,,
13,표제어,seek,"v.찾다, 추구하다, 구하다",to seek new opportunities,새로운 기회를 찾다,,
6,표제어,seemingly,"ad.겉보기에, 외관상 ",seemingly happy,겉보기에 행복한,,
15,표제어,segment,"n.조각, 부문, 부분",a segment of cake,조각 케이크,,
10,표제어,segregation,"n.분리, 차별",racial segregation,인구 분리,,
10,연관어,segregate,"v.분리하다, 구분하다",,,,
23,표제어,seize,"v.꽉 붙잡다, 장악하다 ",to seize an opportunity,기회를 꽉 붙잡다,,
11,표제어,selection,"n.선택, 선정",the best selection,최고의 선택,,
11,연관어,select,"v.선택하다, 선발하다 n.선택, 선정
",to select a representative,대표를 선발하다,,
11,연관어,selective,"a.선택적인, 선별적인",a selective approach,선택적인 접근 방식,,
11,연관어,selectively,"ad.선별적으로, 선택적으로",to apply selectively,선택적으로 적용하다,,
26,표제어,self-confidence,n.자신감,high self-confidence,높은 자신감,,
26,표제어,self-esteem,n.자존감,healthy self-esteem,건강한 자존감,,
26,표제어,selfish,a.이기적인,selfish behavior,이기적인 행동,,
25,표제어,senior,"a.나이가 든, 고위의 n.노인, 상급자 ","senior official
노인 복지 senior welfare",고위 관리,,
19,표제어,sense,"n.인식, 의미, 감각 v.알아차리다, 느끼다
",sense of humor,유머 감각,,
19,연관어,sensory,"a.감각의, 지각의, 감각적인",sensory organs,감각 기관,,
19,연관어,sensation,"n.느낌,감각",a warm sensation,따뜻한 느낌,,
19,연관어,make sense,"v.이치에 맞다, 타당하다, 말이 되다",to make sense,그 말이 타당하다,,
19,연관어,make sense of,v.이해하다,to make sense of the situation,상황을 이해하다,,
19,연관어,senseless,a.무의미한,senseless violence,무의미한 폭력,,
19,연관어,sensibility,"n.감성, 감수성",artistic sensibility,예술적 감성,,
27,표제어,sensible,"a.현명한, 분별 있는, 합리적인",sensible choice,현명한 선택,,
15,표제어,sensitive,"a.민감한, 예민한",sensitive skin,민감한 피부,,
15,연관어,sensitivity,"n.민감성, 감수성, 예민함",sensitivity to music,음악에 대한 감수성,,
2,표제어,sensor,"n.센서, 감지기",temperature sensor,온도 센서,,
46,표제어,separate,"a.분리된, 개별적인 v.분리시키다",to separate the trash,쓰레기를 분리하다,,
46,연관어,separately,"ad.따로, 개별적으로",to store separately,따로 보관하다,,
46,연관어,separation,n.분리,separation of a married couple,부부의 별거,,
29,표제어,sequence,"n.연속, 순서",sequence of events,사건의 순서,,
29,연관어,sequential,a.일련의,sequential steps,일련의 단계,,
29,연관어,sequentially,ad.순차적으로,to proceed sequentially,순차적으로 진행하다,,
39,표제어,a series of,a.일련의,a series of lectures,강의 시리즈,,
46,표제어,serious,"a.심각한, 진지한 ",serious problem,심각한 문제,,
46,연관어,seriously,"ad.진지하게, 심각하게",to think seriously,진지하게 생각하다,,
46,연관어,seriousness,"n.심각함, 진지함",seriousness of his manner,그의 심각함,,
45,표제어,serve,"v.제공하다, 돕다, 역할을 하다,봉사하다","to serve food
중재자로서 역할을 하다 to serve as a mediator",음식을 제공하다,,
45,연관어,servant,"n.하인, 신하 ",royal servant,왕의 하인,,
45,연관어,serve as,v.역할을 하다,serve as a vital link,중요한 연결 고리 역할을 하다,,
33,표제어,session,"n.시간, 기간",training session,훈련 시간,,
28,표제어,set,"n.집합, 모음 v.설정하다, 정해지다, 설치하다 a.계획된, 고정된, 정해진

",a set of kitchen knives,주방 칼 모음,,
28,연관어,set apart,"v.떼어두다, 구별하다 ",set apart a gift for a special day,특별한 날을 위해 선물을 떼어두다,,
28,연관어,set up,"v.설치하다, 마련하다, 설정하다",set up the equipment,장비를 설치하다,,
28,연관어,setting,"n.환경, 상황, 배경","natural setting
긴장된 상황 tense setting",자연 환경,,
25,표제어,settle,"v.해결하다, 정착하다, 합의하다","to settle in a city
분쟁을 해결하다 to settle a dispute
가격에 합의하다 to settle on a price",도시에 정착하다,,
25,연관어,unsettle,"v.불안하게 하다, 동요시키다",The news unsettled him,그 소식은 그를 불안하게 만들었다,,
25,연관어,settlement,"n.정착, 해결, 합의","settlement of new immigrants
분쟁의 해결 peaceful settlement of a conflict
노사 합의 labor-management settlement",신규 이민자 정착,,
18,표제어,severe,"a.심각한, 극심한",severe problem,심각한 문제,,
6,표제어,shake,"v.떨다, 흔들다",to shake one’s hand (from cold or fear),손을 떨다,,
7,표제어,shallow,"a.얕은, 피상적인",shallow water,얕은 물,,
28,표제어,shame,"n.수치(심), 부끄러움",feel a sense of shame,수치심을 느끼다,,
28,연관어,shameful,"a.부끄러운, 수치스러운",shameful behavior,부끄러운 행동,,
19,표제어,shelter,"n.피난처, 보호소",find shelter from the rain,비를 피할 피난처,,
8,표제어,shift,"n.변화, 전환 , 교대 근무 v.변화하다,이동시키다",policy shift,정책의 변화,,
15,표제어,shed,"v.흘리다, 떨어뜨리다, 발산하다, 탈피하다 n.헛간, 창고",to receive a great shock from the news,소식을 듣고 큰 충격을 받다,,
42,표제어,shortage,n.부족,food shortage,식량 부족,,
42,연관어,short,"a.짧은, 부족한",short hair,짧은 머리,,
42,연관어,shorten,"v.줄이다,단축하다",to shorten the meeting time,회의 시간을 줄이다,,
42,연관어,shortly,ad.곧,to announce shortly,곧 발표하다,,
18,표제어,shortcoming,"n.결점, 단점",personal shortcoming,성격의 결점,,
25,표제어,short-term,a.단기간의,short-term goal,단기간의 목표,,
14,표제어,show off,"v.뽐내다, 자랑하다, 과시하다",show off a new car,새 차를 자랑하다,,
43,표제어,show up,"v.나타나다, 등장하다",show up late to the gathering,모임에 늦게 나타나다,,
4,표제어,shrink,"v.줄어들다, 위축되다, 오그라들다",to shrink in size,크기가 줄어들다,,
33,표제어,side-effect,"n.부작용, 부수적 결~과",side-effect of a drug,약의 부작용,,
37,표제어,sigh,n.한숨 v.한숨쉬다,a sigh of relief,안도의 한숨,,
42,표제어,sight,"n.시력, 시야, 광경 ","beautiful sight
시력을 잃다 to lose one’s sight",아름다운 광경,,
42,연관어,sightseeing,n.관광,go sightseeing in Paris,파리 관광,,
18,표제어,signal,"n.신호 v.신호를 보내다, 알리다
",starting signal,출발 신호,,
18,연관어,sign,"n.신호, 기호, 징후 v.서명하다, 계약하다, 등록하다
",warning sign,위험 신호,,
4,표제어,significant,"a.중요한, 의미 있는, 상당한",significant change,중요한 변화,,
4,연관어,significance,"n.의미, 중요성",significance of importance,중요성의 의미,,
4,연관어,significantly,"ad.상당히, 중요하게, 의미 있게",to increase significantly,상당히 증가하다,,
20,표제어,signify,"v.의미하다, 나타내다, 중요하다",to signify victory,승리를 의미하다,,
27,표제어,silence,"n.고요, 침묵 v.조용하게 하다",to silence the students,학생들을 조용하게 하다,,
27,연관어,silent,"a.조용한,침묵의",silent room,조용한 방,,
27,연관어,silently,ad.조용히,to walk silently,조용히 걷다,,
22,표제어,shiver,v.떨다,,,,
16,표제어,similar,"a.비슷한, 유사한",similar personality,비슷한 성격,,
16,연관어,similarity,n.유사점,similarity between two cultures,두 문화의 유사점,,
16,연관어,similarly,"ad.마찬가지로, 유사하게",to act similarly,마찬가지로 행동하다,,
8,표제어,simplify,v.단순화하다,to simplify a problem,문제를 단순화하다,,
8,연관어,simplicity,n.단순함,the beauty of simplicity,단순함의 아름다움,,
8,연관어,simplification,n.단순화,simplification of procedures,절차의 단순화,,
46,표제어,simulate,"v.흉내내다, 모방하다",to simulate a person’s voice,사람의 목소리를 흉내내다,,
46,표제어,simultaneously,ad.동시에,to happen simultaneously,동시에 발생하다,,
46,연관어,simultaneous,a.동시에 일어나는,simultaneous events,동시에 일어나는 사건,,
41,표제어,sincere,"a.진심인, 진정한, 성실한
",sincere thanks,진심 어린 감사,,
41,연관어,sincerely,"ad.진심으로, 성실하게",to apologize sincerely,진심으로 사과하다,,
4,표제어,skeptical,"a.회의적인, 의심 많은",skeptical attitude,회의적인 태도,,
4,연관어,skepticism,n.회의주의,skepticism about science,과학에 대한 회의주의,,
33,표제어,skill,"n.기술, 능력",computer skills,컴퓨터 기술,,
33,연관어,skilled,a.숙련된,skilled technician,숙련된 기술자,,
33,연관어,skillful,"a.숙련된, 능숙한",skillful performance,능숙한 연주,,
33,연관어,skillfully,ad.솜씨 있게,to solve a problem skillfully,솜씨 있게 문제를 해결하다,,
19,표제어,slave,"n.노예, 노예처럼 일하는 사람",to work as a slave,노예로 일하다,,
19,연관어,slavery,"n.노예, 노예제도",abolition of slavery,노예 제도,,
14,표제어,slightly,"ad.약간, 조금,살짝",to be slightly tired,조금 피곤하다,,
14,연관어,slight,"a.약간의, 미세한",slight change,약간의 변화,,
28,표제어,smooth,"a.매끄러운, 순조로운 v.매끄럽게 하다 ,원활하게 하다
",smooth surface,매끄러운 표면,,
28,연관어,smoothly,"ad.매끄럽게, 순조롭게, 원활하게",to solve a problem smoothly,문제를 순조롭게 해결하다,,
8,표제어,soar,"v.치솟다, 오르다",to soar into the sky,하늘로 치솟다,,
39,표제어,social,"a.사회의, 사회적인, 사교적인",social issues,사회 문제,,
39,연관어,socialization,n.사회화,process of socialization,사회화 과정,,
39,연관어,socialize,"v.사회화하다, 교제하다",to socialize with people,사람들과 어울리다,,
39,연관어,socially,ad.사회적으로,to be socially recognized,사회적으로 인정받다,,
39,연관어,societal,"a.사회적인, 사회의",societal change,사회적 변화,,
39,연관어,society,"n.사회, 집단",modern society,현대 사회,,
27,표제어,soften,"v.부드럽게하다, 완화하다",to soften one’s voice,목소리를 부드럽게 하다,,
10,표제어,solar,a.태양의,solar energy,태양 에너지,,
27,표제어,sole,"a.유일한 n.발바닥
",sole opportunity,유일한 기회,,
20,표제어,solid,"n.고체 a.고체의, 확고한, 견고한","solid state
확고한 신념 solid belief",고체 상태,,
20,연관어,solidify,v.확고해지다,to solidify one’s position,입장을 확고히 하다,,
20,연관어,solidity,"n.견고함, 고체 상태",solidity of the structure,구조의 견고함,,
44,표제어,solitary,"a.고독한, 혼자의",solitary life,고독한 생활,,
44,연관어,solitude,"n.고독, 외로움",deep solitude,깊은 고독,,
36,표제어,somewhat,"ad.다소,약간",to be somewhat surprised,다소 놀라다,,
41,표제어,soothe,v.누그러뜨리다,to soothe pain,통증을 누그러뜨리다,,
41,연관어,soothing,"a.달래는, 진정시키는",soothing music,진정시키는 음악,,
25,표제어,sophisticated,"a.세련된, 정교한, 복잡한",sophisticated design,정교한 디자인,,
25,연관어,sophisticate,v.정교하게 하다,to sophisticate a machine,기계를 정교하게 하다,,
25,연관어,sophistication,"n.세련됨, 정교함",sophistication of technology,기술의 정교함,,
14,표제어,sorrowful,"a.슬픈, 비통한",sorrowful expression,슬픈 표정,,
28,표제어,sort,n.종류 v.분류하다,various sorts,다양한 종류,,
2,표제어,sour,a.(맛이) 신 ,sour taste,신 맛,,
9,표제어,source,"n.근원, 원천, 출처 v.얻다",source of information,정보의 근원,,
34,표제어,souvenir,n.기념품,travel souvenir,여행 기념품,,
46,표제어,space,"n.공간, 여지, 가능성 v.간격을 두다",open space,넓은 공간,,
46,연관어,spacial,a.공간의 (=spatial),spacial ability,공간적 능력,,
46,연관어,spacious,a.넓은,spacious living room,넓은 거실,,
24,표제어,span,"n.기간,범위 v.걸치다","a span of ten years
두 대륙에 걸치다 to span two continents",10년의 기간,,
38,표제어,spare,a.여분의 n.여분 v.할애하다,"spare key
시간을 할애하다 to spare time",여분의 열쇠,,
37,표제어,spark,"v.자극하다,촉발하다 n.불꽃 
","to spark interest
논쟁을 촉발하다 to spark a debate",흥미를 자극하다,,
33,표제어,specialize,"v.전문화하다, 전공하다",to specialize in law,법률을 전문화하다,,
33,연관어,special,a.특별한,special event,특별한 행사,,
33,연관어,specialist,"n.전문가, 전공자",medical specialist,의료 전문가,,
33,연관어,specialization,n.전문화,specialization in medicine,의학 분야의 전문화,,
33,연관어,specialized,"a.특화된, 전문화된",specialized equipment,특화된 장비,,
33,연관어,specialty,n.특산물,local specialty,지역 특산물,,
45,표제어,species,n.종,endangered species,멸종 위기 종,,
40,표제어,specific,"a.구체적인, 특정한","specific example
특정한 지역 specific area",구체적인 예,,
40,연관어,specifically,"ad.구체적으로, 특히, 명확히
",to explain specifically,구체적으로 설명하다,,
40,연관어,specify,v.명시하다,to specify the conditions,조건을 명시하다,,
48,표제어,spectacle,"n.장관,볼거리",fireworks spectacle,불꽃놀이 장관,,
48,연관어,spectacular,"a.장관인, 극적인",spectacular view,장관인 경치,,
48,연관어,spectacularly,"ad.극적으로, 인상적으로",to increase spectacularly,극적으로 증가하다,,
23,표제어,speculate,"v.추측하다, 사색하다","to speculate about the cause
깊이 사색하다 to speculate deeply",원인을 추측하다,,
23,연관어,speculation,n.추측,speculation about the incident,사건에 대한 추측,,
31,표제어,speechless,"a.말문이 막힌, 말이 안 나오는",speechless expression,말문이 막힌 표정,,
31,연관어,speech,"v.말하기, 연설",moving speech,감동적인 연설,,
9,표제어,sphere,"n.영역, 구","business sphere
구 모양 sphere shape",영업 영역,,
10,표제어,spirit,"n.영혼, 정신","immortal spirit
도전 정신 fighting spirit",불멸의 영혼,,
10,연관어,spiritual,"a.정신적인, 영적인",spiritual growth,정신적인 성장,,
27,표제어,splendid,"a.훌륭한, 눈부신",splendid achievement,훌륭한 성과,,
4,표제어,split,"v.나뉘다, 분열되다 n.분열, 분할, 몫","to split into groups
의견 분열 opinion split",그룹이 나뉘다,split-split,
21,표제어,spoil,"v.망치다, 상하다, 버릇없게 만들다","to spoil a plan
음식이 상하다 to spoil food
아이를 버릇없게 만들다 to spoil a child",계획을 망치다,,
21,연관어,spoilage,"n.부패, 손상",food spoilage,식품 부패,,
7,표제어,spontaneous,"a.자발적인, 즉흥적","spontaneous decision
즉흥적인 반응 spontaneous reaction",자발적인 결정,,
7,연관어,spontaneity,n.자발성,personal spontaneity,자발성,,
7,연관어,spontaneously,ad.자발적으로,,,,
44,표제어,spot,"n.장소, 점  v.발견하다
","rest spot
검은 점 black spot",휴식 장소,,
36,표제어,spread,"n.확산
v.펼치다, 퍼뜨리다, 전파하다, 만연하다, 확산하다","the spread of crime
날개를 펼치다 to spread wings
소문을 퍼뜨리다 to spread rumors
질병을 전파하다 to spread disease
범죄가 만연하다 crime spreads
불이 확산하다 fire spread",범죄의 확산,spread-spread,
22,표제어,squeeze,"v.짜다,압착되다",to squeeze a lemon,레몬을 짜다,,
28,표제어,stability,n.안정성,economic stability,경제 안정성,,
28,연관어,stabilization,n.안정화,price stabilization,물가 안정화,,
1,표제어,stable,"a.안정된, 견고한 n.마구간",stable structure,안정된 구조,,
1,연관어,stabilize,v.안정시키다,to stabilize the market,시장을 안정시키다,,
1,연관어,unstable,a.불안정한,unstable economy,불안정한 경제,,
14,표제어,stage,"n.단계, 무대 v.개최하다, 벌이다",next stage,다음 단계,,
3,표제어,stain,n.얼룩 v.얼룩지게 하다,"clothing stain
벽을 얼룩지게 하다 to stain a wall",옷의 얼룩,,
38,표제어,stand,"v.서다, 입장에 있다, 견디다, 참다 n.입장, 견해, 받침대
",to stand pain,고통을 참다,stood-stood,
38,연관어,stance,n.입장,political stance,정치적 입장,,
38,연관어,stand for,"v.상징하다,나타내다, 대표하다 ",stand for freedom,자유를 나타내다,,
38,연관어,stand out,"v.두드러지다, 눈에 띄다 ",his talent stands out,그의 재능이 눈에 띄다,,
24,표제어,standard,"n.기준, 표준 a.표준의, 일반적인",to set a standard,기준을 세우다,,
24,연관어,standardize,v.표준화하다,to standardize products,제품을 표준화하다,,
18,표제어,standpoint,"n.관점, 입장",political standpoint,정치적 관점,,
42,표제어,staple,a.주요한 n.주식(主食),staple crop,주식 작물,,
15,표제어,stare,"v.바라보다, 응시하다",to stare at a person,한 사람을 응시하다,,
47,표제어,startling,a.놀라운,startling discovery,놀라운 발견,,
8,표제어,starvation,"n.굶주림, 기아, 아사",to suffer from starvation,기아로 고통받다,,
8,연관어,starve,"v.굶주리다, 굶어 죽다","to starve for food
굶어 죽다 to starve to death",굶주리다,,
43,표제어,state,"n.국가, 진술, 상태
v.진술하다, 명시하다",,,,
43,연관어,statement,"n.진술, 성명",official statement,공식 진술,,
29,표제어,static,"a.고정된, 정적인","static position
정적인 이미지 static image",고정된 위치,,
34,표제어,statistics,"n.통계, 통계학",economic statistics,경제 통계,,
34,연관어,statistic,"n.통계, 통계 자료 ",population statistic,인구 통계,,
34,연관어,statistical,"a.통계의, 통계적인",statistical analysis,통계 분석,,
34,연관어,statistician,n.통계학자,professional statistician,전문 통계학자,,
11,표제어,statue,"n.동상, 조각상",bronze statue,청동 동상,,
17,표제어,status,"n.상태, 지위, 신분","health status
사회적 지위 social status",건강 상태,,
22,표제어,steady,"a.꾸준한, 안정된","steady effort
안정된 공급 steady supply",꾸준한 노력,,
22,연관어,steadily,ad.꾸준히,to increase steadily,꾸준히 증가하다,,
33,표제어,steal,v.훔치다,to steal money,돈을 훔치다,stole-stolen,
44,표제어,steel,n.강철,steel structure,강철 구조물,,
10,표제어,steep,"a.가파른, 급격한",steep hill,가파른 언덕,,
42,표제어,steer,"v.조종하다, 이끌다","to steer a ship
팀을 이끌다 to steer a team",배를 조종하다,,
41,표제어,stem,n.줄기 v.비롯되다,"plant stem
전통에서 비롯되다 to stem from tradition",식물의 줄기,,
41,연관어,stem from,v.~에서 비롯되다,stem from stress,스트레스에서 비롯되다,,
11,표제어,stereotype,"n.고정 관념 v. 고정관념을 갖게 하다
",gender stereotype,성별 고정 관념,,
38,표제어,stick,"n.막대기 v.고수하다, 지키다, 들러붙다
",wooden stick,나무 막대기,,
